Country Name,Sovereign,GEO Region,GEO Subregion,ch4_70,ch4_71,ch4_72,ch4_73,ch4_74,ch4_75,ch4_76,ch4_77,ch4_78,ch4_79,ch4_80,ch4_81,ch4_82,ch4_83,ch4_84,ch4_85,ch4_86,ch4_87,ch4_88,ch4_89,ch4_90,ch4_91,ch4_92,ch4_93,ch4_94,ch4_95,ch4_96,ch4_97,ch4_98,ch4_99,ch4_00,ch4_01,ch4_02,ch4_03,ch4_04,ch4_05,ch4_06,ch4_07,ch4_08
Germany,Germany,Europe,Western Europe,6033,6003,5895,5888,5950,5915,5924,5879,5948,6092,6145,6144,6079,5933,5901,5994,5915,5748,5616,5590.19,5499.35,5198.33,4881,4660.23,4501.58,4408,4241.29,4131.62,3953.34,3817.41,3628.96,3453.19,3274.92,3157.94,3034.24,2941.14,2860.18,2837.83,2746.13
Ghana,Ghana,Africa,Western Africa,249,247,251,265,238,250,256,293,264,276,318,289,313,302,311,299,306,321,309,335.814,377.368,338.795,383.353,385.048,399.112,427.772,432.552,444.127,430.549,412.157,458.472,464.231,440.146,435.243,418.385,475.016,527.093,794.102,1071.31
Gibraltar,United Kingdom of Great Britain and Northern Ireland,Europe,Western Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227918,0.232566,0.239204,0.25008,0.25296,0.258635,0.260602,0.262605,0.266001,0.269476,0.272715,0.2757,0.277422,0.278021,0.279859,0.279619,0.279742,0.284095,0.290412,0.294179
Greece,Greece,Europe,Western Europe,280,280,288,304,325,330,332,330,324,325,324,329,325,329,329,334,338,347,353,359.398,368.306,364.439,357.346,359.442,365.932,367.198,371.805,379.982,388.884,375.959,385.698,391.949,388.651,390.585,393.236,391.172,394.011,395.969,391.074
Greenland,Denmark,Polar,Arctic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10715,1.12718,1.14652,1.16896,1.18618,1.20206,1.2167,1.2303,1.24296,1.25409,1.26429,1.26374,1.27219,1.26988,1.28107,1.28709,1.29551,1.30396,1.31295,1.32165
Grenada,Grenada,Latin America + Caribbean,Caribbean,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.15462,1.17861,1.19626,1.21513,1.23082,1.25005,1.26568,1.34388,1.37065,1.34856,1.4105,1.46156,1.48939,1.54279,1.56704,1.58327,1.61187,1.63645,1.64922,1.66643
Guadeloupe,France,Latin America + Caribbean,Caribbean,10,10,9,10,9,9,10,10,10,10,10,10,10,11,11,11,11,10,10,10.387,9.68104,10.0233,9.88549,9.74874,9.9665,9.92534,11.3077,11.572,11.4212,10.4529,10.5076,10.483,12.1287,11.416,11.2409,11.0949,11.0185,11.0821,11.1058
Guam,United States of America,Asia + Pacific,South Pacific,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.18368,2.21374,2.27126,2.3312,2.39174,2.45125,2.50894,2.5643,2.61988,2.66974,2.72328,2.77705,2.83115,2.88574,2.93679,2.98837,3.03939,3.091,3.14666,3.20706
Guatemala,Guatemala,Latin America + Caribbean,Meso America,153,165,174,174,170,175,161,172,177,191,199,201,212,214,214,216,219,223,230,225.607,228.494,242.377,245.529,260.758,253.13,255.203,260.633,257.704,987.897,287.425,923.082,293.228,344.242,596.59,298.062,400.167,294.139,300.978,303.04
Guernsey,United Kingdom of Great Britain and Northern Ireland,Europe,Western Europe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Guinea,Guinea,Africa,Western Africa,340,333,329,359,301,319,327,366,310,326,411,356,396,374,371,330,310,320,297,328.749,414.935,335.256,360.273,343.393,347.517,399.95,421.561,396.526,389.462,451.795,419.87,488.542,489.514,421.836,436.615,481.364,963.803,1047,1586.45
Guinea-Bissau,Guinea-Bissau,Africa,Western Africa,26,26,26,28,29,34,38,38,32,33,36,39,50,45,42,34,34,34,34,36.9763,41.0299,38.3256,41.1688,40.5507,41.157,43.5323,43.0743,42.999,45.304,49.2514,45.7639,51.8322,49.125,46.53,50.4122,50.8389,57.1125,60.3007,58.0217
Guyana,Guyana,Latin America + Caribbean,South America,98,81,78,77,90,102,90,94,91,77,81,74,79,70,67,61,65,70,62,60.0852,59.8168,66.2258,75.255,83.7661,68.877,80.2166,79.8785,79.1517,200.489,58.5423,51.4002,62.247,58.7929,62.0484,63.2684,62.5723,55.4707,59.6528,65.5738
Haiti,Haiti,Latin America + Caribbean,Caribbean,141,144,149,149,148,149,151,154,160,164,171,163,168,170,172,171,159,157,158,156.678,157.514,164.384,174.433,176.867,178.292,179.865,185.252,186.911,189.37,192.493,196.787,201.097,198.38,197.535,198.764,202.64,205.584,211.111,213.908
Holy See,Holy See,Europe,Western Europe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Honduras,Honduras,Latin America + Caribbean,Meso America,122,126,129,130,142,145,143,150,151,163,161,157,175,185,197,196,197,199,196,188.004,189.113,201.329,191.913,187.05,198.124,191.872,198.535,188.151,190.708,154.979,164.139,171.379,199.041,227.74,233.275,248.626,246.715,252.962,257.896
Hungary,Hungary,Europe,Central Europe,495,505,483,501,531,514,516,532,560,567,578,579,549,551,556,553,526,527,518,516.036,479.415,471.462,421.574,390.3,366.693,356.17,413.549,409.688,401.022,396.613,392.449,392.877,401.579,399.271,393.977,376.188,370.919,359.68,352.838
Iceland,Iceland,Europe,Western Europe,15,14,15,16,16,17,17,17,17,17,16,16,16,16,16,17,16,16,16,15.9661,16.2713,16.1922,15.9984,15.8584,16.0542,15.8301,16.0764,16.1318,16.2503,16.3031,16.025,16.3186,15.7959,15.9685,15.8446,15.9912,16.8232,17.5693,17.4825
India,India,Asia + Pacific,South Asia,18962,19116,19126,19433,19592,20041,20069,20440,20630,20742,21168,21599,21669,22338,22717,22878,23512,23727,24752,25377.8,24462.1,24807.6,24977.2,25196.1,25515.6,25822.4,26075.2,26235.2,26344.7,27198.3,26749.2,27070.3,26949.5,27394.6,27510.3,27841.7,28081.2,28479.5,28874.5
Indonesia,Indonesia,Asia + Pacific,South East Asia,6032,5681,9302,6520,5837,5765,7036,9946,7271,8766,8695,8041,22666,11009,7765,7945,10842,15746,7654,8177.34,10072.9,18621.7,17363.8,10942,17027,9529.85,9346.84,43469.4,13177,8663.73,8096.77,9682.55,16310.7,10308.7,11925.2,14640.7,24568.8,10205.9,10282.7
Iran (Islamic Republic of),Iran (Islamic Republic of),Asia + Pacific,South Asia,2477,2629,2891,3282,3323,3030,3335,3236,3093,2304,1736,1666,2164,2137,1826,1833,1827,1904,1870,2001.3,2702.33,2861.88,2925.83,2995.14,3208.21,3293.04,3405.41,3501.46,3502.5,3584.5,3798.5,3842.42,3990.46,4413.47,4632.01,4775.75,4984.34,5142.04,5215.54
Iraq,Iraq,West Asia,Mashriq,937,1042,977,1088,1106,1180,1345,1223,1267,1528,1289,740,752,736,804,922,1048,1058,1113,1172.52,1020.07,532.79,577.08,615.042,630.521,632.919,602.951,780.649,918.234,1017.94,1063.25,1063.89,987.821,890.045,1013.46,983.714,1015.84,1011.58,1079.86
Ireland,Ireland,Europe,Western Europe,484,494,496,520,549,549,540,552,561,573,578,568,578,595,604,614,616,613,612,627.666,661.152,671.717,672.461,681.537,685.29,690.36,699.157,707.247,720.247,706.474,709.361,715.212,714.514,757.763,730.273,712.361,712.527,696.066,686.419
Isle of Man,United Kingdom of Great Britain and Northern Ireland,Europe,Western Europe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Israel,Israel,Europe,Western Europe,62,63,65,67,66,74,63,64,66,67,69,69,72,74,76,77,80,83,87,88.7796,90.9607,92.8634,97.01,101.51,111.779,115.166,118.276,119.98,123.269,125.89,128.356,131.727,134.832,139.522,158.427,164.402,176.959,182.854,186.551
Italy,Italy,Europe,Western Europe,1928,1869,1890,1941,1947,1938,2003,2042,2055,2082,2091,2090,2090,2045,2149,2166,2170,2183,2207,2227.07,2246.08,2203.86,2208.13,2184.22,2212.61,2213.8,2262.65,2248.26,2229.63,2211.69,2228.15,2125.92,2078.22,2029.63,1955.26,1911.65,1851.07,1829.46,1780.58
Jamaica,Jamaica,Latin America + Caribbean,Caribbean,39,39,40,40,40,41,41,41,41,41,42,41,42,45,51,49,52,52,52,52.3478,58.8625,62.2162,65.5091,66.1951,65.5829,66.8197,65.8022,64.7982,64.6559,65.3061,65.5355,60.5185,60.3774,62.2386,62.8075,62.0645,62.6138,62.9707,63.2358
Japan,Japan,Asia + Pacific,North East Asia,4848,4442,4253,4182,4137,4055,4081,4077,3827,3781,3688,3602,3561,3553,3565,3550,3501,3331,3261,3226.2,3187.5,3111.12,3093.32,3026.86,2978.05,2854.42,2705.03,2579.02,2420.7,2356.86,2261.72,2198.59,2105.72,2066.72,2045.86,2012.17,1997.15,1980.93,1951.91
Jersey,United Kingdom of Great Britain and Northern Ireland,Europe,Western Europe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Johnston Atoll,United States of America,Asia + Pacific,South Pacific,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Jordan,Jordan,West Asia,Mashriq,17,18,19,21,21,21,20,21,22,24,24,26,27,27,28,30,29,32,34,37.5111,41.2362,46.2409,53.0361,56.2441,56.118,58.3137,60.9447,61.098,64.0748,63.7797,66.6355,65.673,70.6705,75.638,80.9976,87.2307,93.0506,99.1268,104.923
Kazakhstan,Kazakhstan,Europe,Central Asia,3249,3252,3549,3352,3311,3358,3476,3402,3358,3201,3091,3011,2994,2878,3075,2933,3016,3012,3159,3253.39,3305.36,3057.28,3050.45,2948.91,2529.56,2079.26,2428.7,1918.32,1740.03,1583.45,1846.6,1930.91,2228.84,2308.26,2477.06,2587.78,2743.49,2829.46,3026.54
Kenya,Kenya,Africa,Eastern Africa,572,583,598,608,618,629,628,642,686,739,697,696,750,818,844,841,856,862,911,946.817,967.824,955.598,971.095,989.386,1020.42,1032.22,994.431,1008.32,1046.95,1101.36,1061.11,1090.36,1119.67,1160.66,1218.3,1219.75,1256.32,1264.03,1307.01
Kiribati,Kiribati,Asia + Pacific,South Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486597,0.483367,0.49313,0.503244,0.512688,0.522244,0.533488,0.549177,0.561579,0.575121,0.590663,0.608716,0.62287,0.641151,0.651935,0.665028,0.676369,0.690657,0.708251,0.724976
Kuwait,Kuwait,West Asia,Arabian Peninsula,1043,1099,1106,951,739,591,576,513,588,630,438,308,239,286,308,307,310,313,346,405.868,258.102,111.672,275.448,405.155,492.758,485.937,493.61,510.169,492.262,457.954,493.754,475.421,461.255,539.209,565.075,616.46,628.505,604.381,610.342
Kyrgyzstan,Kyrgyzstan,Europe,Central Asia,217,225,240,234,238,243,245,244,245,247,249,248,251,251,257,260,264,268,271,275.742,277.272,264.427,248.202,234.356,210.87,176.102,183.964,164.403,160.182,162.341,165.986,165.382,168.239,169.264,168.58,171.012,168.571,171.678,174.499
Lao People's Democratic Republic,Lao People's Democratic Republic,Asia + Pacific,South East Asia,332,268,295,354,264,260,227,298,336,329,377,350,349,496,339,311,341,390,327,279.926,387.637,341.835,442.489,380.137,365.384,392.87,338.532,352.064,938.487,817.159,343.78,372.776,410.021,393.995,616.228,514.166,410.568,389.272,396.744
Latvia,Latvia,Europe,Central Europe,158,165,170,174,179,184,185,186,189,191,191,192,194,198,202,206,209,212,227,245.55,260.395,261.121,251.286,223.405,168.803,150.274,150.801,147.073,144.167,139.886,135.215,139.553,162.706,146.277,148.54,147.852,150.71,150.991,151.996
Lebanon,Lebanon,West Asia,Mashriq,26,27,27,28,28,27,26,27,29,28,30,30,30,30,30,31,31,32,32,32.3572,33.2411,34.9295,36.0959,37.139,38.0131,38.459,40.1923,40.8273,42.2858,42.5525,43.0763,43.5058,45.032,45.9873,46.4695,48.703,49.5672,50.4948,51.8836
Lesotho,Lesotho,Africa,Southern Africa,54,50,49,48,49,51,50,47,47,50,52,53,54,54,53,55,55,63,61,59.088,54.1762,54.6018,61.3895,58.5806,57.4601,56.3924,53.6513,52.6403,52.327,58.2005,54.7121,53.5216,62.791,62.2177,51.9097,57.9009,57.5216,58.5234,59.2476
Liberia,Liberia,Africa,Western Africa,23,24,25,26,26,26,26,30,30,32,33,33,34,34,35,36,39,40,42,43.4843,42.3658,40.2456,39.3372,36.8398,36.0295,36.7378,38.8239,42.7658,47.6943,52.559,55.0309,60.7089,59.4336,59.1809,63.2506,62.7306,70.71,76.7952,77.1982
Libya,Libyan Arab Jamahiriya,Africa,Northern Africa,1414,1123,902,870,636,697,819,839,837,880,840,616,652,601,582,565,713,641,679,687.735,797.986,818.246,720.758,690.869,702.238,746.684,764.656,679.773,650.989,599.278,623.438,596.762,587.676,668.279,701.208,783.55,836.189,838.813,860.345
Liechtenstein,Liechtenstein,Europe,Western Europe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lithuania,Lithuania,Europe,Central Europe,218,229,235,242,248,255,256,260,267,272,273,277,279,286,291,297,301,306,330,360.558,362.017,352.083,328.048,282.955,257.84,245.525,242.04,243.115,245.775,239.217,238.092,231.248,243.098,237.95,240.647,240.141,242.686,242.665,245.681
Luxembourg,Luxembourg,Europe,Western Europe,34,34,35,36,38,38,39,40,41,42,43,43,43,44,44,45,44,45,45,45.8023,46.6369,53.0172,55.9509,56.374,58.3086,59.4842,48.9698,53.1306,49.0758,48.8859,48.5092,52.1395,50.0459,49.7104,47.3219,50.1566,50.9702,53.1636,54.5949
Madagascar,Madagascar,Africa,Western Indian Ocean,724,597,619,642,632,664,646,694,727,779,761,742,765,764,725,727,728,766,718,744.776,811.708,775.747,884.573,781.238,800.052,813.793,792.607,788.197,929.842,907.296,851.886,827.524,743.609,814.652,775.256,915,804.163,848.626,892.267
Malawi,Malawi,Africa,Southern Africa,152,111,120,123,119,135,132,139,144,169,153,146,158,159,146,154,155,183,155,165.683,192.715,177.354,221.241,170.514,180.882,184.476,175.55,172.158,188.713,179.826,186.107,185.036,188.457,193.362,189.093,196.001,196.418,198.355,199.998
Malaysia,Malaysia,Asia + Pacific,South East Asia,682,567,653,780,594,610,621,748,790,811,865,781,790,1191,907,840,970,1120,1014,916.36,1124.76,1115.11,1332.04,1272.79,1235.39,1349.77,1331.7,1417.33,1792.15,1381.24,1395.66,1357.86,1501.61,1473.88,1657.91,1742.04,1596.37,1594.67,1681.23
Maldives,Maldives,Asia + Pacific,South Asia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.15312,1.184,1.21583,1.24675,1.28034,1.33246,1.38176,1.4193,1.45808,1.51087,1.56673,1.62932,1.68593,1.77395,1.83759,1.90832,1.98356,2.07397,2.16059,2.25061
Mali,Mali,Africa,Western Africa,394,397,361,355,309,338,344,365,350,394,441,429,470,419,383,353,364,371,390,408.563,449.489,423.255,448.068,448.039,463.989,496.497,505.812,521.021,549.803,554.852,556.488,591.204,571.683,600.655,642.328,651.69,677.822,790.357,830.376
Malta,Malta,Europe,Western Europe,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,8,8,8,8.38077,8.73349,9.06034,9.31459,9.57314,9.76105,9.96462,10.3337,10.7241,10.723,10.8928,10.9637,11.1152,11.1984,11.288,11.5638,11.6349,11.7698,11.8477,11.1488
Marshall Islands,Marshall Islands,Asia + Pacific,South Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220016,0.230271,0.241027,0.250778,0.258602,0.266101,0.272664,0.283091,0.28777,0.289154,0.290538,0.292091,0.295031,0.298979,0.304095,0.310421,0.317097,0.324107,0.333563,0.344202
Martinique,France,Latin America + Caribbean,Caribbean,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,8.99861,9.13884,9.26979,9.30572,9.17265,9.25479,9.30798,9.26923,9.0672,9.04156,9.04512,9.1268,9.16032,8.93771,9.02152,9.12027,9.19614,9.30192,9.46751,9.62171
Mauritania,Mauritania,Africa,Western Africa,150,146,135,132,115,118,123,128,131,134,138,147,151,138,133,140,144,149,155,161.399,168.722,174.085,170.14,173.894,171.026,171.932,181.691,194.007,202.634,218.007,225.497,235.354,241.435,247.078,251.659,255.606,260.157,266.176,272.09
Mauritius,Mauritius,Africa,Western Indian Ocean,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,10,10,9.95846,10.0051,9.85664,10.0533,10.1219,10.2408,10.5055,10.6585,10.7689,11.0015,11.0488,11.742,12.4349,12.2067,12.3346,12.9234,13.0118,13.3335,13.5463,13.8559
Mayotte,France,Africa,Western Indian Ocean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.510361,0.515129,0.520259,0.524595,0.528325,0.531605,0.534568,0.537318,0.539932,0.542328,0.544167,0.54655,0.549167,0.551598,0.554014,0.557176,0.560837,0.564937,0.570622,0.577587
Mexico,Mexico,Latin America + Caribbean,Meso America,2905,2927,2936,2955,3175,3328,3434,3465,3724,3904,4187,4431,4861,4675,4622,4693,4630,4631,4591,4691.24,4710.48,4309.95,4185.06,4279.74,4299.91,4706.05,4809.05,4903.15,5577.83,4903.58,4917.47,5159.67,5339.69,5375.96,5247.42,5422.62,5377.72,5429.91,5505.17
Micronesia (Federated States of),Micronesia (Federated States of),Asia + Pacific,South Pacific,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.977802,1.00905,1.04139,1.07512,1.10808,1.12214,1.29307,1.30418,1.31314,1.31793,1.32201,1.32534,1.33249,1.33991,1.34771,1.35702,1.36409,1.37195,1.3818,1.39305
Midway Island,United States of America,Asia + Pacific,South Pacific,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Monaco,Monaco,Europe,Western Europe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mongolia,Mongolia,Asia + Pacific,North East Asia,321,308,319,350,315,336,340,362,372,362,393,364,369,436,370,336,354,385,365,345.68,395.287,420.443,448.474,413.12,390.297,428.04,399.307,407.4,409.919,424.551,438.95,377.531,308.307,294.498,286.803,299.592,309.556,319.554,327.063
Montenegro,Montenegro,Europe,Central Europe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Montserrat,United Kingdom of Great Britain and Northern Ireland,Latin America + Caribbean,Caribbean,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.678379,0.688444,0.689979,0.699249,0.699599,0.706711,0.707688,0.704382,0.700493,0.697717,0.695071,0.754114,0.771115,0.768967,0.77244,0.774696,0.758017,0.751604,0.764509,0.764876
Morocco,Morocco,Africa,Northern Africa,404,411,400,401,394,397,398,396,410,407,424,413,352,369,361,382,411,439,420,436.63,439.234,432.06,429.681,397.039,387.867,395.315,408.406,422.361,429.446,443.803,457.156,459.973,461.146,475.873,493.645,504.826,518.259,527.659,535.904
Mozambique,Mozambique,Africa,Southern Africa,609,348,371,402,354,421,373,429,449,586,490,432,482,474,369,378,367,504,359,406.49,561.08,467.521,726.334,412.82,490.875,509.845,444.669,430.694,587.984,531.511,617.632,572.07,515.303,562.881,561.299,654.739,374.152,389.221,405.595
Myanmar,Myanmar,Asia + Pacific,South East Asia,3584,2648,3037,4073,2681,2721,2682,3592,4100,3489,4068,3616,3560,5893,3582,3155,3609,4482,3567,2631.26,3999.66,3484.26,4992.02,4153.57,3743.38,4278.77,3309.43,3279.09,3368.12,4409.47,3187.69,4388.35,3258.93,3459.92,4313.95,3725.29,3586.68,3692.77,3643.37
Namibia,Namibia,Africa,Southern Africa,191,169,174,179,190,146,142,165,168,188,185,153,145,140,134,135,141,147,141,150.181,169.212,167.433,188.262,151.578,157.094,157.614,150.236,154.411,157.003,189.641,218.173,204.605,215.335,226.385,240.532,250.06,211.476,233.673,235.331
Nauru,Nauru,Asia + Pacific,South Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873265,0.0911281,0.0949287,0.0980279,0.101052,0.103646,0.106352,0.108847,0.111485,0.114387,0.117299,0.120207,0.123207,0.125968,0.12859,0.131288,0.133999,0.136409,0.139374,0.142594
Nepal,Nepal,Asia + Pacific,South Asia,827,841,824,859,868,886,892,901,908,906,934,937,913,942,956,955,936,962,969,961.158,965.988,947.895,902.516,951.974,941.589,988.035,993.328,994.695,995.033,1015.65,1009.82,1010.83,1020.59,1038.81,1046.55,1062.71,1073.68,1086,1098.28
Netherlands,Netherlands,Europe,Western Europe,962,989,1046,1110,1191,1227,1255,1264,1275,1307,1334,1333,1317,1355,1384,1403,1441,1415,1364,1437.06,1436.61,1466.66,1470.26,1452.93,1424.88,1401.99,1394.06,1327.05,1273.83,1210.66,1162.47,1143.49,1094.57,1049.85,1060.49,1019.99,994.087,978.255,980.479
Netherlands Antilles,Netherlands,Latin America + Caribbean,Caribbean,13,13,13,14,13,9,10,10,10,10,10,10,9,9,8,5,5,5,5,5.2366,5.40729,5.37768,5.83826,5.95625,5.9979,6.04316,6.0737,5.98994,6.19546,5.91941,5.7096,5.98073,5.38424,5.27904,5.52271,5.91138,5.76494,5.82202,5.66538
New Caledonia,France,Asia + Pacific,South Pacific,9,9,8,9,8,9,8,8,9,8,8,8,8,9,10,10,10,10,10,9.59626,9.57915,9.9507,10.0487,9.84067,9.50693,9.40505,9.46916,9.44346,9.47733,9.5238,9.5014,9.54382,9.6527,9.69644,9.76466,9.84489,9.88671,9.97651,10.0724
New Zealand,New Zealand,Asia + Pacific,Australia + New Zealand,1193,1150,1197,1175,1189,1195,1208,1226,1230,1222,1297,1297,1302,1295,1316,1320,1350,1298,1316,1270.65,1270.97,1254.68,1239.73,1243.69,1284.23,1292.52,1283.14,1299.09,1269.99,1260.21,1265.9,1277.08,1306.41,1311.42,1317.07,1310.3,1324.61,1315.14,1313.12
Nicaragua,Nicaragua,Latin America + Caribbean,Meso America,191,180,182,189,204,212,214,222,223,213,190,191,202,181,197,198,184,172,184,211.362,229.101,201.95,215.29,239.806,242.204,220.708,220.206,230.137,281.155,247.366,264.995,264.151,268.763,283.371,275.03,287.814,284.669,291.319,295.172
Niger,Niger,Africa,Western Africa,247,252,257,181,182,195,209,223,236,242,248,252,262,271,202,181,190,190,196,204.372,212.492,219.825,234.099,236.657,246.437,253.058,260.106,267.735,277.112,284.176,291.577,283.395,245.326,250.376,252.94,284.729,287.037,297.277,297.749
Nigeria,Nigeria,Africa,Western Africa,1676,1964,2228,2518,2821,2392,2612,2462,2448,3130,2941,2493,2401,2405,2511,2560,2572,2502,2693,2942.91,3105.8,3243.16,3434.87,3506.44,3430.78,3639.48,3940.82,3874.42,3734.16,3676.7,3940.07,4041.55,3722.75,3955.22,4044.81,4017.5,4430.88,4875.76,4578.25
Niue,New Zealand,Asia + Pacific,South Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415042,0.0365611,0.0365873,0.0369397,0.0372048,0.0391036,0.0399682,0.0410022,0.0417376,0.0422891,0.0426967,0.0429969,0.0441242,0.0438804,0.0435121,0.0432342,0.0442543,0.0446251,0.0453749,0.0459957
Norfolk Island,Australia,Asia + Pacific,South Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00406683,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734,0.0040734
Northern Mariana Islands,United States of America,Asia + Pacific,South Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214202,0.227892,0.243655,0.259701,0.27598,0.292621,0.307801,0.3256,0.343858,0.362025,0.380188,0.397974,0.416114,0.433993,0.451597,0.46926,0.486855,0.501897,0.518412,0.536546
Norway,Norway,Europe,Western Europe,327,324,336,337,340,346,366,378,415,450,485,489,494,512,535,549,558,588,609,658.21,677.942,689.062,709.521,715.489,750.21,774.32,825.365,829.49,801.739,795.653,824.365,838.481,858.869,880.322,868.159,823.188,815.721,842,842.893
Oman,Oman,West Asia,Arabian Peninsula,218,218,217,220,226,684,752,744,613,547,323,364,309,339,267,195,238,234,266,264.436,293.704,289.931,304.668,317.873,302.844,325.44,341.092,372.416,366.756,403.741,492.012,583.334,616.069,666.131,667.195,693.098,728.707,725.533,743.961
